session,position,pair_id,player_prediction,player_correct,player_close_call,response_time_ms,legacy_primary_robot_prediction,legacy_primary_robot_correct,gemini_prediction,gemini_correct,gemini_close_call,gpt56_prediction,gpt56_correct,gpt56_close_call,qwen_max_prediction,qwen_max_correct,qwen_max_close_call,claude_prediction,claude_correct,claude_close_call,qwen_flash_prediction,qwen_flash_correct,qwen_flash_close_call,deepseek_prediction,deepseek_correct,deepseek_close_call
S012,11,740,Y,0,0,2342,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,X,1,1
S012,12,1044,X,1,0,2235,Y,0,Y,0,0,Y,0,0,Y,0,0,X,1,1,X,1,0,Y,0,1
S012,13,593,X,0,0,839,Y,1,Y,1,0,X,0,1,X,0,1,Y,1,1,Y,1,0,X,0,0
S012,14,935,Y,1,0,918,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S012,15,837,Y,0,0,1624,X,1,X,1,1,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S012,16,1084,Y,1,0,1851,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S012,17,842,X,1,0,1759,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S012,18,362,X,1,0,7512,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S012,19,1034,X,0,0,3803,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S012,20,503,Y,1,0,1922,X,0,X,0,1,Y,1,1,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S013,1,57,Y,1,0,26045,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S013,2,65,Y,0,0,17828,X,1,X,1,1,X,1,0,X,1,0,Y,0,1,Y,0,0,X,1,1
S013,3,371,X,1,0,11801,X,1,X,1,0,X,1,0,Y,0,0,Y,0,1,X,1,0,Y,0,1
S013,4,759,X,1,0,9968,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S013,5,1091,X,1,0,12927,X,1,X,1,0,X,1,0,X,1,0,Y,0,1,Y,0,0,Y,0,1
S013,6,566,Y,1,0,9867,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S013,7,116,Y,1,0,14220,Y,1,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0,X,0,0
S013,8,91,Y,0,0,6021,X,1,X,1,0,X,1,0,Y,0,1,X,1,0,Y,0,0,Y,0,1
S013,9,678,Y,0,0,9796,X,1,X,1,1,Y,0,1,Y,0,0,Y,0,1,Y,0,0,X,1,1
S013,10,56,X,0,0,6439,Y,1,Y,1,0,X,0,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S013,11,858,Y,0,0,8924,X,1,X,1,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,X,1,1
S013,12,787,X,1,0,6101,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S013,13,77,Y,1,0,8314,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S013,14,402,Y,1,0,3540,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S013,15,138,Y,0,0,9612,X,1,X,1,0,X,1,0,X,1,0,X,1,1,Y,0,0,X,1,0
S013,16,670,X,0,0,3568,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S013,17,576,X,1,0,2190,Y,0,Y,0,0,X,1,1,X,1,1,X,1,1,X,1,0,X,1,1
S013,18,789,X,1,0,1272,X,1,X,1,0,X,1,0,Y,0,0,X,1,0,X,1,0,X,1,1
S013,19,900,Y,1,0,2593,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S013,20,949,Y,0,0,3928,X,1,X,1,0,X,1,0,X,1,0,Y,0,1,X,1,0,X,1,1
S014,1,797,X,1,0,15821,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S014,2,579,X,0,0,27105,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S014,3,149,X,0,0,10608,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,X,0,0
S014,4,421,X,0,0,10000,Y,1,Y,1,0,X,0,1,Y,1,0,Y,1,1,X,0,0,X,0,1
S014,5,500,X,0,0,11978,X,0,X,0,0,X,0,0,X,0,0,X,0,1,X,0,0,X,0,0
S014,6,574,Y,0,0,4855,X,1,X,1,1,Y,0,1,Y,0,1,Y,0,1,X,1,0,X,1,1
S014,7,735,X,1,0,3248,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S014,8,276,Y,0,0,3175,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S014,9,52,X,1,0,2317,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S014,10,925,Y,0,0,6653,X,1,X,1,1,X,1,1,X,1,0,X,1,1,X,1,1,X,1,1
S014,11,1106,X,1,0,11571,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S014,12,856,Y,1,0,2511,X,0,X,0,1,Y,1,1,Y,1,0,Y,1,1,Y,1,0,X,0,1
S014,13,1097,Y,1,0,1820,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,X,0,1
S014,14,586,Y,1,0,10636,Y,1,Y,1,0,Y,1,0,X,0,0,Y,1,0,X,0,0,Y,1,0
S014,15,186,X,1,0,2053,Y,0,Y,0,1,Y,0,1,X,1,0,X,1,0,X,1,0,X,1,0
S014,16,224,X,1,0,1180,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,Y,0,0
S014,17,785,Y,0,0,3090,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S014,18,780,Y,0,0,1639,X,1,X,1,0,X,1,0,X,1,0,Y,0,1,Y,0,0,X,1,1
S014,19,996,X,0,0,10976,Y,1,Y,1,1,Y,1,1,Y,1,0,Y,1,1,Y,1,1,X,0,1
S014,20,437,X,1,0,1589,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S015,1,333,X,0,0,19662,X,0,X,0,0,X,0,0,X,0,0,X,0,1,X,0,0,X,0,1
S015,2,90,X,1,0,16173,X,1,X,1,1,Y,0,1,X,1,1,Y,0,1,X,1,0,X,1,0
S015,3,153,X,1,0,9628,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,Y,0,1
S015,4,873,Y,1,0,4530,X,0,X,0,0,Y,1,1,X,0,0,X,0,1,Y,1,0,Y,1,1
S015,5,737,Y,0,0,10264,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S015,6,275,Y,1,0,8181,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S015,7,50,X,1,0,28372,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S015,8,1112,X,1,0,8745,Y,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S015,9,247,X,1,0,12577,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S015,10,466,X,1,0,9747,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S015,11,1082,Y,0,0,4755,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S015,12,151,Y,1,0,5151,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S015,13,424,Y,1,0,5594,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S015,14,606,Y,1,0,7091,Y,1,Y,1,0,X,0,1,X,0,0,Y,1,1,X,0,0,X,0,1
S015,15,651,X,1,0,8383,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S015,16,644,X,1,0,6129,X,1,X,1,1,Y,0,1,Y,0,0,Y,0,1,Y,0,1,Y,0,1
S015,17,667,Y,0,0,3927,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S015,18,425,Y,1,0,5493,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S015,19,392,Y,1,0,6681,Y,1,Y,1,1,Y,1,0,X,0,0,X,0,1,X,0,0,X,0,1
S015,20,704,X,1,0,10185,Y,0,Y,0,1,X,1,0,Y,0,1,X,1,1,X,1,0,X,1,1
S016,1,393,Y,1,0,24641,Y,1,Y,1,1,Y,1,0,Y,1,0,X,0,1,Y,1,0,Y,1,0
S016,2,905,Y,1,0,83454,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S016,3,517,X,1,0,15037,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S016,4,1068,Y,1,0,21433,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,X,0,1
S016,5,548,X,0,0,15228,Y,1,Y,1,1,X,0,0,X,0,0,X,0,1,X,0,0,X,0,1
S016,6,842,X,1,0,17093,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S016,7,298,Y,1,0,16224,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S016,8,395,X,0,1,40424,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,X,0,0,Y,1,0
S016,9,491,Y,1,0,9600,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S016,10,895,X,1,0,7531,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S016,11,961,Y,1,0,31277,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S016,12,89,Y,0,0,43023,X,1,X,1,0,Y,0,1,X,1,1,Y,0,1,X,1,0,Y,0,1
S016,13,140,X,1,1,26743,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S016,14,344,X,1,0,11913,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,X,1,0,Y,0,0
S016,15,121,Y,1,1,22069,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S016,16,537,Y,1,0,17227,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S016,17,74,X,0,0,25487,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S016,18,835,X,1,0,18530,X,1,X,1,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S016,19,186,Y,0,0,26821,Y,0,Y,0,1,Y,0,1,X,1,0,X,1,0,X,1,0,X,1,0
S016,20,552,Y,0,0,11787,Y,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S017,1,918,Y,0,0,15497,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S017,2,1136,X,0,0,12642,Y,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S017,3,652,X,0,0,11958,X,0,X,0,0,Y,1,1,Y,1,1,Y,1,1,Y,1,0,X,0,1
S017,4,47,Y,0,0,56030,X,1,X,1,1,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S017,5,612,Y,1,0,15133,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S017,6,72,X,1,0,11440,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,X,1,1
S017,7,990,X,1,0,9749,X,1,X,1,1,X,1,1,X,1,0,Y,0,1,X,1,0,Y,0,1
S017,8,334,Y,1,0,10083,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S017,9,669,X,1,0,11208,Y,0,Y,0,0,X,1,1,X,1,1,Y,0,1,X,1,0,X,1,1
S017,10,606,X,0,0,8822,Y,1,Y,1,0,X,0,1,X,0,0,Y,1,1,X,0,0,X,0,1
S017,11,1062,X,0,0,5492,X,0,X,0,1,X,0,0,Y,1,1,X,0,1,Y,1,0,X,0,1
S017,12,189,X,0,0,11556,X,0,X,0,0,X,0,0,Y,1,0,X,0,1,Y,1,0,Y,1,0
S017,13,562,X,0,0,9585,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S017,14,67,Y,0,0,12857,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S017,15,800,Y,0,0,5801,X,1,X,1,0,X,1,0,X,1,1,X,1,1,Y,0,1,Y,0,1
S017,16,758,Y,1,0,9144,Y,1,Y,1,0,X,0,1,X,0,0,Y,1,1,Y,1,0,X,0,1
S017,17,742,X,1,0,11592,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S017,18,662,Y,1,0,6614,Y,1,Y,1,0,X,0,0,Y,1,1,X,0,1,X,0,0,Y,1,1
S017,19,803,Y,0,0,21659,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S017,20,292,Y,0,0,3726,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S018,1,360,Y,1,0,30430,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S018,2,256,Y,0,0,14054,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S018,3,911,Y,1,0,22006,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S018,4,874,Y,0,0,14127,Y,0,Y,0,0,Y,0,0,Y,0,1,X,1,1,Y,0,0,Y,0,1
S018,5,557,Y,0,0,11100,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S018,6,73,Y,1,0,12453,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S018,7,1070,Y,1,0,12085,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S018,8,217,X,1,0,17307,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S018,9,785,X,1,0,9266,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S018,10,511,Y,0,0,20987,X,1,X,1,0,X,1,0,X,1,0,X,1,1,Y,0,0,Y,0,1
S018,11,721,X,1,0,9741,X,1,X,1,0,X,1,1,X,1,0,X,1,1,X,1,0,Y,0,1
S018,12,804,X,1,0,9196,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S018,13,774,X,1,0,10984,X,1,X,1,0,X,1,0,X,1,0,X,1,0,Y,0,0,X,1,1
S018,14,738,X,1,0,10649,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S018,15,647,Y,1,0,12187,Y,1,Y,1,1,Y,1,1,Y,1,1,Y,1,1,Y,1,0,X,0,1
S018,16,612,Y,1,0,9075,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S018,17,585,X,0,0,13743,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,X,0,0
S018,18,637,Y,0,0,15351,X,1,X,1,1,X,1,0,Y,0,1,Y,0,1,X,1,0,X,1,1
S018,19,1042,Y,0,0,8016,X,1,X,1,0,X,1,0,X,1,0,Y,0,1,Y,0,0,X,1,1
S018,20,864,X,0,0,16066,X,0,X,0,1,Y,1,0,X,0,1,Y,1,1,Y,1,1,Y,1,1
S019,1,475,Y,1,0,34823,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S019,2,213,Y,0,0,2115,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S019,3,153,Y,0,0,19281,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,Y,0,1
S019,4,620,X,1,0,10144,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S019,5,568,X,0,1,51985,X,0,X,0,0,X,0,0,X,0,0,X,0,0,X,0,0,X,0,1
S019,6,529,Y,1,0,8355,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,X,0,0
S019,7,701,Y,1,0,15099,Y,1,Y,1,1,Y,1,1,Y,1,0,Y,1,1,Y,1,1,X,0,1
S019,8,471,Y,0,0,7389,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,0
S019,9,890,Y,0,0,6743,X,1,X,1,0,X,1,1,X,1,0,X,1,1,X,1,0,X,1,1
S019,10,77,Y,1,0,9230,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S019,11,442,Y,0,0,6312,X,1,X,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0
S019,12,793,X,1,0,7299,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S019,13,257,X,0,0,5427,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S019,14,125,X,1,0,7799,X,1,X,1,0,X,1,0,X,1,0,X,1,1,Y,0,0,X,1,0
S019,15,362,Y,0,0,5959,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S019,16,667,X,1,0,10583,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S019,17,316,X,1,0,4630,Y,0,Y,0,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S019,18,135,X,0,0,6168,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S019,19,1090,X,0,0,11655,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S019,20,534,X,1,0,6493,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S020,1,304,X,1,0,11684,X,1,X,1,1,X,1,0,X,1,1,X,1,1,X,1,0,X,1,0
S020,2,364,X,0,0,12943,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S020,3,837,Y,0,0,4645,X,1,X,1,1,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S020,4,265,X,0,0,5328,X,0,X,0,1,X,0,0,X,0,0,X,0,1,Y,1,0,X,0,1
S020,5,390,X,0,0,4834,X,0,X,0,0,X,0,0,X,0,0,X,0,1,X,0,0,X,0,0
S020,6,231,X,0,0,14709,Y,1,Y,1,0,Y,1,0,Y,1,1,Y,1,1,Y,1,0,Y,1,0
S020,7,1119,Y,1,0,8664,Y,1,Y,1,1,Y,1,1,Y,1,0,X,0,1,Y,1,0,Y,1,1
S020,8,516,Y,1,0,8601,Y,1,Y,1,1,Y,1,0,X,0,1,X,0,1,Y,1,1,X,0,0
S020,9,372,X,1,0,3795,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S020,10,485,X,0,0,2662,X,0,X,0,0,X,0,0,Y,1,0,X,0,1,X,0,0,Y,1,0
S020,11,1141,Y,0,0,5217,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S020,12,871,X,1,0,6703,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S020,13,361,X,0,0,7084,Y,1,Y,1,0,Y,1,0,Y,1,0,X,0,1,Y,1,0,Y,1,0
S020,14,292,X,1,0,2488,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S020,15,230,X,0,0,3430,X,0,X,0,0,X,0,0,X,0,0,X,0,1,X,0,0,Y,1,1
S020,16,55,Y,1,0,4051,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S020,17,765,X,1,0,3358,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,1,X,1,1
S020,18,246,Y,1,0,3538,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S020,19,693,Y,1,0,4943,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S020,20,197,Y,0,0,5141,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,Y,0,1
S021,1,848,Y,0,0,109737,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S021,2,884,Y,1,0,18453,Y,1,Y,1,1,X,0,0,X,0,1,X,0,1,Y,1,0,X,0,1
S021,3,176,X,1,0,16195,X,1,X,1,1,X,1,0,X,1,0,Y,0,1,Y,0,0,X,1,1
S021,4,478,X,1,0,15900,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S021,5,165,X,0,0,10485,Y,1,Y,1,1,X,0,1,X,0,1,Y,1,1,Y,1,0,X,0,1
S021,6,24,Y,1,0,7040,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S021,7,777,X,1,0,7647,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S021,8,382,X,1,0,9622,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S021,9,957,X,1,0,15727,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S021,10,481,Y,0,0,10799,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S021,11,190,Y,1,0,16301,Y,1,Y,1,1,X,0,1,X,0,0,X,0,1,Y,1,1,X,0,0
S021,12,623,X,1,0,11061,Y,0,Y,0,0,Y,0,0,X,1,1,Y,0,1,X,1,0,Y,0,1
S021,13,981,X,0,0,16925,X,0,X,0,1,X,0,0,X,0,0,X,0,1,Y,1,0,X,0,1
S021,14,497,Y,1,0,8788,Y,1,Y,1,1,X,0,0,Y,1,0,X,0,1,Y,1,0,Y,1,0
S021,15,841,X,1,0,89634,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S021,16,7,Y,0,0,6763,X,1,X,1,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,X,1,1
S021,17,986,X,0,0,67390,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S021,18,1091,X,1,0,10139,X,1,X,1,0,X,1,0,X,1,0,Y,0,1,Y,0,0,Y,0,1
S021,19,1066,X,1,0,86006,X,1,X,1,1,X,1,1,X,1,1,X,1,1,X,1,0,X,1,1
S021,20,405,X,1,0,23459,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S022,1,340,Y,1,0,23669,X,0,X,0,1,Y,1,0,X,0,0,X,0,1,X,0,0,X,0,1
S022,2,376,Y,1,0,6883,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S022,3,21,X,0,0,7180,Y,1,Y,1,0,Y,1,0,Y,1,0,X,0,1,Y,1,0,Y,1,1
S022,4,758,Y,1,0,15631,Y,1,Y,1,0,X,0,1,X,0,0,Y,1,1,Y,1,0,X,0,1
S022,5,1084,Y,1,0,7272,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S022,6,756,Y,0,0,11810,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S022,7,227,X,1,0,6906,X,1,X,1,0,X,1,0,X,1,0,Y,0,1,Y,0,0,X,1,1
S022,8,387,X,0,0,9316,X,0,X,0,1,X,0,0,X,0,0,X,0,1,Y,1,0,X,0,0
S022,9,778,X,1,0,9377,X,1,X,1,0,X,1,1,X,1,0,Y,0,1,X,1,0,Y,0,1
S022,10,573,X,0,0,9197,Y,1,Y,1,0,Y,1,0,X,0,0,Y,1,1,Y,1,0,X,0,0
S022,11,1139,Y,1,0,10633,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S022,12,888,Y,1,0,6829,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,X,0,1
S022,13,554,Y,0,0,5704,Y,0,Y,0,1,Y,0,1,Y,0,1,Y,0,1,Y,0,0,Y,0,1
S022,14,31,X,1,0,5471,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S022,15,305,Y,1,0,6796,Y,1,Y,1,1,X,0,1,Y,1,0,Y,1,1,X,0,0,X,0,1
S022,16,470,X,0,0,14047,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S022,17,582,Y,0,0,21736,Y,0,Y,0,1,X,1,0,Y,0,0,Y,0,1,X,1,0,Y,0,0
S022,18,3,X,0,0,10738,Y,1,Y,1,1,X,0,1,Y,1,0,X,0,1,Y,1,0,Y,1,1
S022,19,268,Y,0,0,7474,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S022,20,898,X,0,0,10830,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S023,1,959,Y,0,,16780,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S023,2,946,X,0,,12443,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,X,0,,Y,1,
S023,3,473,X,1,,10264,X,1,X,1,,Y,0,,X,1,,Y,0,,Y,0,,Y,0,
S023,4,854,Y,0,,13366,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S023,5,376,X,0,,6455,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S023,6,497,Y,1,,7074,Y,1,Y,1,,Y,1,,Y,1,,X,0,,Y,1,,Y,1,
S023,7,715,Y,0,,5622,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S023,8,804,X,1,,13542,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S023,9,937,X,1,,6739,X,1,X,1,,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,
S023,10,1033,Y,1,,8066,Y,1,Y,1,,Y,1,,Y,1,,X,0,,Y,1,,X,0,
S023,11,280,X,1,,3246,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S023,12,902,X,0,,17338,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,X,0,
S023,13,692,Y,1,,11162,X,0,X,0,,Y,1,,X,0,,X,0,,Y,1,,X,0,
S023,14,621,X,1,,15007,Y,0,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,,X,1,
S023,15,270,X,0,,6376,Y,1,Y,1,,X,0,,X,0,,X,0,,X,0,,X,0,
S023,16,701,Y,1,,5615,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,X,0,
S023,17,775,X,1,,14633,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S023,18,233,Y,1,,4464,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,X,0,
S023,19,374,Y,1,,3927,Y,1,Y,1,,Y,1,,X,0,,X,0,,X,0,,X,0,
S023,20,1034,Y,1,,5831,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S024,1,1053,Y,0,0,34296,Y,0,Y,0,1,X,1,0,X,1,1,X,1,1,X,1,0,X,1,1
