pair_id,X,Y,correct_answer,winner_reposts,loser_reposts,repost_margin,winner_loser_ratio,publication_gap_hours,handle,target,source_a_uri,source_b_uri
15910fb0a38b862a,"🔴 ‘Un hecho notorio en Elche: jueces y fiscales existen para cuestionar hasta la última coma lo que dice la Policía’, por Jordi Nieva-Fenoll, catedrático de Derecho Procesal","Tribuna | ""Jueces y fiscales existen para cuestionar hasta la última coma lo que dice la Policía, tanto en la vertiente jurídica como en el relato de lo que ha sucedido"", por Jordi Nieva-Fenoll elpais.com/opinion/20…",X,8,1,7,8.0,4.3964,elpais.com,elpais.com/opinion/2026-08-27/un-hecho-notorio-en-elche.html,at://did:plc:u6mkbcgviwlbhuwqirmhcgu3/app.bsky.feed.post/3mu2t7dkib52e,at://did:plc:u6mkbcgviwlbhuwqirmhcgu3/app.bsky.feed.post/3mu3bx2c2rz2t
484f076badb2d65a,"“The epistemic and financial elite who spend all day online, exposing themselves to a pinhole view of screeching madness, and then using their power to drag that madness offline and into the lives of people who barely use social media.” www.liberalcurrents.com/extremely-on...","""To be Extremely Online is to believe that social media is showing you the entirety of the real world—or the only bits of the real world that matter… It is not merely about hanging out somewhere, but acting a certain way, developing a habitus of internet bullshit.""",Y,23,6,17,3.8333,0.767,liberalcurrents.com,liberalcurrents.com/extremely-online-2-0,at://did:plc:ifsuximqaivczh4fie2opnuk/app.bsky.feed.post/3mu2nqpccns2j,at://did:plc:ifsuximqaivczh4fie2opnuk/app.bsky.feed.post/3mu2qcyh6cs2x
2ed43a45e92dddc5,"A federal appeals judge summed up the Trump regime's entire legal defense in one sentence: ""the President made us do this."" Tuesday. Page eight of the ruling.

www.dworkinsubstack.com/p/trump-came...","Trump's FCC tried to hand Republican committees the ad discount Congress wrote for candidates. A federal court killed it Tuesday. Nine days before it started.

www.dworkinsubstack.com/p/trump-came...",X,105,23,82,4.5652,0.0434,dworkin.bsky.social,dworkinsubstack.com/p/trump-came-for-shelter-beds-the-airwaves,at://did:plc:t57zckxuo4v6t53fjp7j7mcv/app.bsky.feed.post/3mu342fj4dk2m,at://did:plc:t57zckxuo4v6t53fjp7j7mcv/app.bsky.feed.post/3mu3472gy5k2m
f3c2999a80704a8b,"Lina is struggling to care for her family, including her severely injured husband Mahmoud who's at risk of amputation, her mother-in-law with bone cancer, & her sick daughters. Her husband Mahmoud is in great danger, & urgently needs unaffordable healthcare:",Mahmoud is at the risk of losing his life if he doesn't get treatment soon. His wife Lina is struggling to care for him and their children and family as Israel's genocidal siege continues to starve them & keep healthcare scarce & unaffordable. Please share & give to help:,Y,68,1,67,68.0,4.7561,indrapramitdas.bsky.social,chuffed.org/project/omshamm,at://did:plc:k6syqg577dr3nyrsevahuqmj/app.bsky.feed.post/3mu2hduoe3k2a,at://did:plc:k6syqg577dr3nyrsevahuqmj/app.bsky.feed.post/3mu2xc5gask2g
5d8a1bfafe789be8,"#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A savvy and exciting reading experience.""

mybook.to/LikeBottledF...

#FREE #DanielBeckett #PrivateInvestigator #MustRead #Rome #ShortStory #Thriller #Prequel #BritishDetectives #CrimeFiction #FreeBooks","#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A cinematic experience from beginning to end: a quick read that immerses you in the enticing, perilous world of private investigator Daniel Beckett."" - Patricia Furstenberg, author.

mybook.to/LikeBottledF...

#DanielBeckett #Rome #Thriller",X,12,6,6,2.0,0.6077,dominicpiper.bsky.social,mybook.to/LikeBottledFire,at://did:plc:txlzectspmjxs62oo7gy2tef/app.bsky.feed.post/3mu2mgt7pik2x,at://did:plc:txlzectspmjxs62oo7gy2tef/app.bsky.feed.post/3mu2ohzi3jk2x
27e6e686603dfbca,"Surrender your twink hole to my raw cock and let me claim you as mine.

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ","Hard and desperate for daddy's cock, this twink slut will do anything to get fucked raw. #submissivetwink #filthyfuckto

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ",Y,13,1,12,13.0,1.0021,xxltwinks.bsky.social,xcit.top/xxltwinks,at://did:plc:i3da53ktqoedmzsju57lo2ud/app.bsky.feed.post/3mu2vufm6jy26,at://did:plc:i3da53ktqoedmzsju57lo2ud/app.bsky.feed.post/3mu2z7w4kys2a
e388af451a80832a,"Please share 🚨 A displacement camp was bombed a few days ago, leaving 25 families with NOTHING.

We do not have the choice to look away here. I'm working with a volunteer in the camp to coordinate relief. Every little bit helps these families survive: chuffed.org/project/erc",chuffed.org/project/erc,X,12,4,8,3.0,0.2838,divyampersaud.com,chuffed.org/project/erc,at://did:plc:7vb3nqbwxsgxzvukuddgttrw/app.bsky.feed.post/3mu2uszrsek2z,at://did:plc:7vb3nqbwxsgxzvukuddgttrw/app.bsky.feed.post/3mu2vrnlcn226
b38fa3b71baf3620,"Si además de firmar enviáis un correo al INAGA (Instituto de Gestión Ambiental de Aragón) la tierra os lo agradecerá. Ya paramos entre todos un festival parecido en público y organización -Festival Sizigia-

inaga@aragon.es

secure.avaaz.org/community_pe...","Por favor, si podéis firmar esto os lo agradecería. Es un festival para recreo de g3nocid4s y encima, en el Pirineo que sigue ardiendo. 

secure.avaaz.org/community_pe...",Y,341,9,332,37.8889,1.155,vegaparticular.bsky.social,secure.avaaz.org/community_petitions/en/ayuntamiento_de_baldellou_cancelacion_urgente_festival_own_spirit,at://did:plc:cfqyyqvek7thvj7qbtbr5gbr/app.bsky.feed.post/3mu2mp27ebk2n,at://did:plc:cfqyyqvek7thvj7qbtbr5gbr/app.bsky.feed.post/3mu2qkxinck23
775592bb2e42507b,"Please sign this petition calling for Netanyahu's arrest for war crimes
It's already passed the 1 million mark
If you can please watch ""The Voice of Hind Rajab"" and don't forget Kleenex as I guarantee you'll she'd a tear

secure.avaaz.org/campaign/en/...","Arrest the current equivalent No 1 villain
Please sign this petition to arrest Netanyahu for war crimes
Please watch ""The Voice of Hind Rajab"" and understand how evil these ppl are
Bring your Kleenex because you'll shed a tear

secure.avaaz.org/campaign/en/...",X,9,0,9,inf,3.9629,toplandscaper.eurosky.social,secure.avaaz.org/campaign/en/justice_for_hind_rajab_rb_loc?copy=&referer_id=01a042737597752eac9e5b0d98e92f08&share_location=post_action,at://did:plc:gia6fkjy7gi5n7g24nhct4zw/app.bsky.feed.post/3mu2ihx42u225,at://did:plc:gia6fkjy7gi5n7g24nhct4zw/app.bsky.feed.post/3mu2vr4p5pk2e
efba72d30145fc8a,IMPORTANT NEW STORY: These Local Jails Were Supposed to Detain Immigrants for Only 72 Hours. One Woman Was Held for a Total of 26 Days. @marioarizabaez.bsky.social @hannahbeckler.bsky.social @libbyseline.bsky.social,"This is wild. In late 2025, federal and state officials kept a Mexican woman in custody for almost a month by repeatedly rebooking her just before her 72-hour time limit ran out. www.propublica.org/article/immi...",Y,336,16,320,21.0,0.0633,charlesornstein.bsky.social,propublica.org/article/immigrants-rebooking-ice-jails-florida,at://did:plc:sblju4a66qwthmosnm4m7k4e/app.bsky.feed.post/3mu34ufg6ec2s,at://did:plc:sblju4a66qwthmosnm4m7k4e/app.bsky.feed.post/3mu3536n23s2u
fd816af874e8a430,EMILYs List Endorses @bethmacy.bsky.social for Virginia's 6th Congressional District in the Fight to Take Back the U.S. House Majority bluevirginia.us/2026/08/thur...,"SOOOOO true - misinformation, disinformation, ignorance, idiocy, trolling, rage baiting, etc. are rampant on social media, and there are no ""gatekeepers"" to stop it. And no, serious discussion/debate can't really exist in this environment. bluevirginia.us/2026/08/thur...",X,12,1,11,12.0,0.9737,bluevirginia.bsky.social,bluevirginia.us/2026/08/thursday-8-27-news-roundup-climate-crisis-likely-contributed-to-nepal-glacier-collapse-disaster-ratcliffe-went-to-moscow-to-warn-putin,at://did:plc:mlan7kocyn37uzb25btjt2cc/app.bsky.feed.post/3mu2zytjelk2x,at://did:plc:mlan7kocyn37uzb25btjt2cc/app.bsky.feed.post/3mu35bcfzlk2p
d21359aaffb4d2a0,"Aug 27 8AM EDT: NHC is monitoring an area in the tropical Atlantic that has a high chance (90%) of development. If the current trends continue, advisories could be initiated on a short-lived tropical storm later today. For the latest information visit t.co/GrztW6mQJV

🔗 hurricanes.gov","11 AM AST Thu Aug 27 (Advisory 1) Key Messages for Tropical Storm #Dolly. Latest info: t.co/GrztW6mQJV

11 AM AST jueves 27 de agosto (Aviso 1) Mensajes clave sobre la tormenta tropical #Dolly. Más información: t.co/GrztW6mQJV

🔗 hurricanes.gov",Y,12,6,6,2.0,2.9773,nhc-atlantic.extwitter.link,t.co/GrztW6mQJV,at://did:plc:54g3g4zsuuaub7j4vx6ij3zg/app.bsky.feed.post/3mu2su3hnjw2a,at://did:plc:54g3g4zsuuaub7j4vx6ij3zg/app.bsky.feed.post/3mu34tjexbw2t
3e0e5d764764668a,"We know the Kremlin doesn’t answer to its people, yet assume it cares for them.
Moscow has spent 5 centuries proving otherwise.
Under tsars, commissars and kleptocrats, it sacrificed russian lives to hold colonial possessions from Kamchatka to Kaliningrad
My latest ⤵️
thehill.com/opinion/inte...","A Pew poll finds 2/3 of Americans lack confidence in Trump’s handling of russia’s war
83% view the aggressor unfavorably
But sanctions, even if they pass the House, accomplish little without a clear purpose, which must be to render 🇷🇺’s grievance-fueled predation impotent
thehill.com/opinion/inte...",X,37,2,35,18.5,0.3425,andrewchak.bsky.social,thehill.com/opinion/international/6051039-senate-passes-graham-sanctions,at://did:plc:syfp4fi6s6oijh7be6qfjhfv/app.bsky.feed.post/3mu35ir2cw22l,at://did:plc:syfp4fi6s6oijh7be6qfjhfv/app.bsky.feed.post/3mu36nisvak27
8b4bf261282fe1a3,"One of East Coast’s largest data centers accused of ‘violating federal law’
🗞️ floodlightnews.org/new-jersey-d...","NEW: Thermal drone footage shows the Microsoft-backed DataOne AI data center in Vineland, NJ is running dozens of gas generators.

None of them have permits.

A Floodlight visual investigation with @us.theguardian.com:",Y,1203,1,1202,1203.0,1.6877,floodlightnews.org,floodlightnews.org/new-jersey-data-center-federal-violation,at://did:plc:jyhnnepeeg2ola7fkgt2yjln/app.bsky.feed.post/3mu346btmye2j,at://did:plc:jyhnnepeeg2ola7fkgt2yjln/app.bsky.feed.post/3mu3bte5xnt2t
f96eb0ad1cb842f4,"Anda #MorenoBonilla dando la turra con reactivar la unidad de élite de la Guardia Civil cuyo exjefe, precisamente, será juzgado este otoño por su compadreo con los clanes de la droga del Estrecho. 
Y hay más... te lo cuento hoy en @publico.es 
 www.publico.es/opinion/colu...","Con #Andalucía a la cabeza de toda España en asesinatos machistas, #MorenoBonilla no se ha acercado ni de lejos al nivel de turra que da con la unidad de élite contra el narcotráfico. Es evidente el por qué... Ya lo era antes de someterse a Vox. www.publico.es/opinion/colu...",X,23,3,20,7.6667,4.2085,dbollero.bsky.social,publico.es/opinion/columnas/moreno-bonilla-oculta-lucha-narcotrafico.html?via=publico_es,at://did:plc:jqxy4e3h3mv67jqplysbwsch/app.bsky.feed.post/3mu22dgicj22m,at://did:plc:jqxy4e3h3mv67jqplysbwsch/app.bsky.feed.post/3mu2igxe44c2f
8ebd21e36cf9c7a1,after 3 years of living in my apartment I have discovered I don't have to get on the highway to get downtown and it takes me the same amount of time,just realized taran is going to have to give yash and barrett their flowers now #bb28,Y,13,0,13,inf,11.6927,jurymgmt.bsky.social,static.klipy.com/ii/935d7ab9d8c6202580a668421940ec81/1e/f5/HWbQHmuW.gif?hh=161&mp4=v6DnYV7n&webm=vZTSvtp0ysiT04f2Y&ww=220,at://did:plc:yjzbwtf5ikxxifew7yrycxff/app.bsky.feed.post/3mtzsi7uohs2l,at://did:plc:yjzbwtf5ikxxifew7yrycxff/app.bsky.feed.post/3mu2zopl4uc2l
2742ad35ddf29400,"The Cloth Trows Kickstarter is live!

I hope you like them. I'm really happy with how they've turned out and really want to get them out into the world!

Please do take a wee look. All pledges, shares, likes and comments much appreciated.

kickstarter.com/projects/statuesque/cloth-trows","Unsuccessfully trying to avoid looking at Kickstarter (it's passed the funding goal - thanks all!) by painting some cloth trows.

They're denim, I guess.

kickstarter.com/projects/statuesque/cloth-trows",X,30,9,21,3.3333,1.912,statuesque.bsky.social,kickstarter.com/projects/statuesque/cloth-trows,at://did:plc:phwutxn6uq452kifa3ur7g5g/app.bsky.feed.post/3mu2p2ubk7s2d,at://did:plc:phwutxn6uq452kifa3ur7g5g/app.bsky.feed.post/3mu2vhyqoq22d
87e490c77cdbc2d6,"On joue quand❓❓❓
🔞🔞🔥🔥⤵️⤵️
Hunqz.com/escort/Mekcho0…","Bonne journée ! 🍆🔥🍆
⤵️⤵️⤵️
Hunqz.com/escort/Mekcho0…",Y,9,3,6,3.0,5.6616,mekcho92.bsky.social,hunqz.com/escort/Mekcho0…,at://did:plc:wk2puenzix7sxrcfsp4ez7ad/app.bsky.feed.post/3mu27ucwfjk2h,at://did:plc:wk2puenzix7sxrcfsp4ez7ad/app.bsky.feed.post/3mu2stqdyes2q
75a01947fc733bf7,"nationalsustainabilitynews.co.uk/Scientists-c... 
Only minority of scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

Pls write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this carbon storage obligation proposal
@georgemonbiot.bsky.social","nationalsustainabilitynews.co.uk/Scientists-c... 
Few scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

You can write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this CCS proposal here 👉 docs.google.com/document/d/1...

Please do it now!",X,11,1,10,11.0,3.5611,drandrewboswell.bsky.social,nationalsustainabilitynews.co.uk/Scientists-carbon-obligations-rosebank.php,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu27hjf5ec2u,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu2lfle7vc2y
07c356ded676bd2a,"In one case, a test driver reported that the car “suddenly backed up” while parking itself and “whipped the steering wheel,” catching his left hand and bending it “to the point he heard a crack in his wrist.” The employee spent more than two months away from work as a result.","New investigation from me: Waymo and Zoox test drivers were injured dozens of times across 2024/2025 as a result of harsh braking -- often for no apparent reason -- or erratic movement by the autonomous vehicles.

More on @techcrunch.com but a short thread below.

techcrunch.com/2026/08/27/s...",Y,14,1,13,14.0,2.2553,okane.fyi,techcrunch.com/2026/08/27/sprains-pain-and-whiplash-waymo-and-zoox-test-drivers-are-getting-hurt-as-robotaxis-scale,at://did:plc:4jphg72g3zncjlbpvvagqvbs/app.bsky.feed.post/3mu33bonmw324,at://did:plc:4jphg72g3zncjlbpvvagqvbs/app.bsky.feed.post/3mu3ctnudem2k
b7fa8b3f3e827ae2,"〈「クラスメイトを盗撮したら500円」〉子どもを性加害者にする“大人の誘惑”…お小遣い稼ぎからハマる「デジタル性暴力」の引力 |
shueisha.online/articles/-/2...

斉藤　意図せぬ形で盗撮や児童ポルノ、性的ディープフェイクの消費者になってしまうわけですね。

永守　この構図は、Xだけでみられるわけではありません。たとえば、オンラインゲームの情報交換で頻繁に使われるトークアプリ「Discord」においても同様です。子どもが「ゲームの裏技を知りたい」と思って入ったDiscord内のコミュニティで、性的なコンテンツを扱うサイトへのリンクが貼られていたりするんです。","〈「クラスメイトを盗撮したら500円」〉子どもを性加害者にする“大人の誘惑”…お小遣い稼ぎからハマる「デジタル性暴力」の引力 | 2026.08.26
shueisha.online/articles/-/2...

""卒業アルバムや学校行事、SNSに投稿された何気ない写真から、AIで偽の性的画像を作る「性的ディープフェイク」が中高生、さらには小学生にまで広がっている。（中略）
ステルス性暴力”の実態と、消すことのできない「デジタルタトゥー」が子どもたちに残す深刻な傷とは。性加害者の治療に携わる斉藤章佳氏と、ネットパトロールボランティア団体「ひいらぎネット」代表の永守すみれ氏が語った""",X,23,0,23,inf,9.7032,kakuri.bsky.social,shueisha.online/articles/-/258476,at://did:plc:hz2vuqu4jqvzzdtmasnojxnb/app.bsky.feed.post/3mtzzaqkysc2u,at://did:plc:hz2vuqu4jqvzzdtmasnojxnb/app.bsky.feed.post/3mu2zrruwus2j
4b1c4a3a6cd12275,"A federal judge blocked Trump's mail ballot rule twice. Both blocks are gone. Within 48 hours.

Ballots start mailing in 9 days. Congress is what's left.

EMERGENCY LETTER: tinyurl.com/3f3m728j","🚨 9 DAYS 🚨

That's how long until the first mail ballots go out under a rule a federal judge said was written ILLEGALLY.

Nine days. Thirty seconds. Do it now.

👉 tinyurl.com/3f3m728j",Y,69,33,36,2.0909,0.3491,dworkin.bsky.social,tinyurl.com/3f3m728j,at://did:plc:t57zckxuo4v6t53fjp7j7mcv/app.bsky.feed.post/3mu2rr25pkk2m,at://did:plc:t57zckxuo4v6t53fjp7j7mcv/app.bsky.feed.post/3mu2swiolkc2m
280df8f69530fd04,"Wanna take me for a spin? 

Then cum play 😈

I'm live now 🤭

Chaturbate.com/julesssnextdoor","Anyway, I'm sucking a dildo live rn if you wanna watch 🤭🤭

Chaturbate.com/julesssnextdoor",X,57,0,57,inf,2.848,julesssnextdoor.bsky.social,chaturbate.com/julesssnextdoor,at://did:plc:ruoxyu6lf4rjzec7ucof6vrv/app.bsky.feed.post/3mu23yggd5227,at://did:plc:ruoxyu6lf4rjzec7ucof6vrv/app.bsky.feed.post/3mu2fjy6mw22v
676065ef06a2a060,Border Patrol took a deployed Navy sailor's father at a traffic stop in Key West. Three days later they let him go. Homeland Security still won't say why they did either one.,"A federal appeals judge summed up the Trump regime's entire legal defense in one sentence: ""the President made us do this."" Tuesday. Page eight of the ruling.

www.dworkinsubstack.com/p/trump-came...",Y,105,26,79,4.0385,0.025,dworkin.bsky.social,dworkinsubstack.com/p/trump-came-for-shelter-beds-the-airwaves,at://did:plc:t57zckxuo4v6t53fjp7j7mcv/app.bsky.feed.post/3mu33xpnap22m,at://did:plc:t57zckxuo4v6t53fjp7j7mcv/app.bsky.feed.post/3mu342fj4dk2m
3be26f63284ddb54,"For nearly a month, the key force standing in the way of Trump’s border wall project in southeast Arizona has been a person sitting in a 200-year-old tree... And a growing encampment below... latest @theintercept.com theintercept.com/2026/08/27/t...","A single tree sit harnessed a cross-border movement to defend the Arizona borderland ecology. So far, the activists are blocking Trump’s wall. @theintercept.com theintercept.com/2026/08/27/t...",X,9,3,6,3.0,0.1989,natashalennard.bsky.social,theintercept.com/2026/08/27/trump-us-mexico-border-wall-tree-sit-arizona,at://did:plc:i5sk7zx23dffzqsxafl76hqw/app.bsky.feed.post/3mu3awqm2e22k,at://did:plc:i5sk7zx23dffzqsxafl76hqw/app.bsky.feed.post/3mu3bm3mcqk2k
f4087b097869875b,"nationalsustainabilitynews.co.uk/Scientists-c... 
Few scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

You can write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this CCS proposal here 👉 docs.google.com/document/d/1...

Please do it now!","nationalsustainabilitynews.co.uk/Scientists-c... 
Only minority of scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

Pls write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this carbon storage obligation proposal
@georgemonbiot.bsky.social",Y,11,5,6,2.2,1.543,drandrewboswell.bsky.social,nationalsustainabilitynews.co.uk/Scientists-carbon-obligations-rosebank.php,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu27hjf5ec2u,at://did:plc:ptqsmvmjxpzupiuch6sx6xey/app.bsky.feed.post/3mu2en2q6sk2y
f6ab372d484347df,"Meet the creative team behind our Curupira story!

@iamrodrigo.bsky.social, @rolinmari.bsky.social and @aileencudmore.bsky.social are teaming up to tell a story of one of Brazil's cryptids in Bump in the Night.

Back the book here: zoop.gg/c/bumpinthen...","We have to be loud about this for the foreseeable, because social media doesn't always like crowdfunding.

Bump in the Night is our eco-horror cryptid anthology, and it needs your help getting funded!

zoop.gg/c/bumpinthen...

We're 6 backers away from 50!",X,11,5,6,2.2,2.6509,limitbreakcomics.bsky.social,zoop.gg/c/bumpinthenight,at://did:plc:mzq2thimnfznetmhyivc6bsc/app.bsky.feed.post/3mu2u4qhmuk2f,at://did:plc:mzq2thimnfznetmhyivc6bsc/app.bsky.feed.post/3mu34z5r5f22o
a5cc1c008d2b4501,"From espresso to evening walks, some of the best things start with E! 

But the absolute best? The EveryDoctor community standing together for NHS staff and patients.

Become a monthly donor today: everydoctor.eaction.org.uk/save-the-nhs...","The NHS is at a breaking point, but collective pressure works. 

We’ve made it effortless to demand action from Yvette Cooper. 

Send our letter today: everydoctor.eaction.org.uk/save-the-nhs...

Together, we won't be ignored.",Y,15,6,9,2.5,6.0805,everydoctor.org.uk,everydoctor.eaction.org.uk/save-the-nhs-write-to-yvette-cooper,at://did:plc:x3yhyw5sdhzk4w7f7vh2fhnt/app.bsky.feed.post/3mu2lsuiky52y,at://did:plc:x3yhyw5sdhzk4w7f7vh2fhnt/app.bsky.feed.post/3mu3a7acxwp2a
de77f050895493a3,"O ministro bolsonarista André Mendonça reclamou do salário que recebe no STF. 
A vida está muito difícil para o André Mendonça🤡.
revistaforum.com.br/brasil/andre...

Além do salário do STF, André Mendonça fatura milhões em dinheiro público com o seu Instituto Iter. 👇🏾

""Ô, coitado!""😜
1/2⤵️","Com salário de quase R$ 60 mil, André Mendonça reclama: “condição média” de vida.
O bolsonarista de toga classificou remuneração da Corte como de ""classe b""; dados oficiais mostram que ele recebeu mais de R$ 182mil líquidos nos primeiros 7 meses do ano.
📰 revistaforum.com.br/brasil/andre...

Sheila🎥",X,10,4,6,2.5,1.1279,marcianobrito.bsky.social,revistaforum.com.br/brasil/andre-mendonca-salario-media,at://did:plc:dk644jtqur3mvxphdwuawi25/app.bsky.feed.post/3mu32naylrc25,at://did:plc:dk644jtqur3mvxphdwuawi25/app.bsky.feed.post/3mu36gbcc2c26
f4624eaee6ddaaac,"New KFF polling shows LGBTQ+ adults face greater challenges in accessing & affording health care compared to their non-LGBTQ+ peers.

Cost challenges are especially high for trans adults and LGBTQ+ adults who are younger, those with lower incomes & those without insurance: https://on.kff.org/4y0pRuZ","4 in 10 LGBTQ+ adults — including 6 in 10 trans adults — say that their insurer delayed or denied needed care in the past two years. That compares to 1 in 4 non-LGBTQ+ adults. 
 
Our new poll has the details: https://on.kff.org/4y0pRuZ",Y,16,4,12,4.0,1.8334,kff.org,on.kff.org/4y0pRuZ,at://did:plc:zpwka3ky6phhcwmwor4tu5xj/app.bsky.feed.post/3mu32mg47ql2z,at://did:plc:zpwka3ky6phhcwmwor4tu5xj/app.bsky.feed.post/3mu3ar4ghjm2r
c9ebcf9e1321b026,"ICYMI, a whole displacement camp was destroyed on Sunday and the families need help ASAP 🙏🏾 

I'm working with a volunteer on the ground, a very dear friend who was wounded in that bombing. The families need essential supplies for shelter, water, and hygiene. chuffed.org/project/erc",chuffed.org/project/erc,X,22,4,18,5.5,1.7107,divyampersaud.com,chuffed.org/project/erc,at://did:plc:7vb3nqbwxsgxzvukuddgttrw/app.bsky.feed.post/3mu2p3iqgpi2u,at://did:plc:7vb3nqbwxsgxzvukuddgttrw/app.bsky.feed.post/3mu2uszrsek2z
320dc0d615cc1c3a,"«Lo que ha logrado la mujer saharaui hasta hoy es un motivo de celebración, a pesar de que seguimos teniendo muchos desafíos», explica la bioquímica Abida Mohamed Buzeid.

✍️ Un reportaje de @patriciasimon.bsky.social
","La supresión de las ayudas de la agencia estadounidense USAID y los recortes en las ayudas a la cooperación de Europa han agravado la crisis humanitaria que sufre el pueblo saharaui exiliado desde hace medio siglo. 
Por @patriciasimon.bsky.social
",Y,11,4,7,2.75,5.0071,lamarea.com,lamarea.com/2026/08/26/mujeres-saharauis,at://did:plc:qc3al5f4zcp4h4trgrzntvby/app.bsky.feed.post/3mu2d2hhp4v2j,at://did:plc:qc3al5f4zcp4h4trgrzntvby/app.bsky.feed.post/3mu2tto4hlj2t
52e8d756b18a46c9,"""To be Extremely Online is to believe that social media is showing you the entirety of the real world—or the only bits of the real world that matter… It is not merely about hanging out somewhere, but acting a certain way, developing a habitus of internet bullshit.""","""'Extremely Online' is one of those terms that oozes 'know it when you see it' ineffability… Not everyone who uses social media, much less the Internet writ large, is Extremely Online, and not all of us who struggle with Onlineness do so in the same way."" www.liberalcurrents.com/extremely-on...",X,23,5,18,4.6,4.463,liberalcurrents.com,liberalcurrents.com/extremely-online-2-0,at://did:plc:ifsuximqaivczh4fie2opnuk/app.bsky.feed.post/3mu26ruwqd72k,at://did:plc:ifsuximqaivczh4fie2opnuk/app.bsky.feed.post/3mu2nqpccns2j
1fad5d5e604ddcb3,"For the Sickos: we did probit results for a general audience.
Chart: what makes it better/worse

Behold:
rooseveltinstitute.org/publications...","Great charts throughout, but this is the bottom line and, imo, speaks to a huge hidden piece of the motherhood penalty

rooseveltinstitute.org/publications...",Y,18,2,16,9.0,0.3488,mikemadowitz.bsky.social,rooseveltinstitute.org/publications/parents-need-childcare-they-can-count-on-new-evidence-on-childcare-related-work-disruptions-and-mothers-employment,at://did:plc:v7zhi5jtvirsxlvoixvt672w/app.bsky.feed.post/3mu2wy2odnc24,at://did:plc:v7zhi5jtvirsxlvoixvt672w/app.bsky.feed.post/3mu2y5i2vjk2b
